Num_Children,Gender,Income,Own_Car,Own_Housing,Credit_Card_Issuing
1,Female,73926,Yes,No,Denied
2,Female,91389,Yes,No,Approved
0,Female,79852,No,No,Denied
0,Male,90625,No,No,Approved
2,Female,66715,Yes,No,Denied
3,Male,92050,Yes,Yes,Approved
1,Male,40708,Yes,No,Denied
3,Female,40147,No,Yes,Denied
1,Female,64476,No,No,Denied
1,Female,67946,Yes,No,Denied
1,Female,63468,Yes,Yes,Denied
0,Male,47641,Yes,No,Denied
1,Male,105805,No,Yes,Approved
2,Male,55051,Yes,No,Denied
0,Male,119031,Yes,Yes,Approved
4,Male,98811,Yes,No,Approved
1,Male,87764,Yes,Yes,Approved
2,Female,95465,Yes,No,Approved
2,Female,82275,No,Yes,Denied
1,Female,95637,Yes,Yes,Approved
4,Female,32914,No,Yes,Denied
0,Female,65966,No,No,Denied
1,Female,83387,No,No,Denied
2,Male,115256,Yes,No,Approved
4,Male,106570,Yes,Yes,Approved
3,Female,55164,No,No,Denied
0,Female,37811,Yes,No,Denied
1,Male,118418,Yes,Yes,Approved
1,Female,74259,Yes,No,Denied
2,Female,71064,No,No,Denied
0,Female,85012,No,No,Denied
1,Female,96517,Yes,Yes,Approved
3,Male,63770,Yes,Yes,Denied
1,Male,119900,Yes,No,Approved
4,Male,98847,Yes,Yes,Approved
0,Male,107090,Yes,Yes,Approved
4,Female,63748,Yes,Yes,Denied
1,Female,34720,Yes,No,Denied
5,Female,49354,Yes,No,Denied
3,Female,93089,No,Yes,Approved
4,Female,98473,Yes,No,Approved
5,Female,67718,No,No,Denied
0,Male,72326,Yes,Yes,Approved
3,Male,97405,Yes,No,Approved
2,Male,61918,Yes,No,Denied
0,Male,75367,Yes,No,Approved
3,Female,30892,Yes,Yes,Denied
2,Male,115563,Yes,No,Approved
2,Female,98077,Yes,No,Approved
1,Male,55762,Yes,Yes,Denied
3,Female,98336,No,No,Approved
0,Female,85480,Yes,No,Approved
4,Male,94194,Yes,Yes,Approved
0,Female,56757,No,No,Denied
1,Male,41060,No,No,Denied
2,Female,42431,No,No,Denied
2,Male,114368,Yes,Yes,Approved
3,Female,60040,Yes,Yes,Denied
3,Male,104065,Yes,Yes,Approved
0,Male,53195,Yes,No,Denied
2,Female,37789,No,No,Denied
0,Male,73440,No,Yes,Denied
2,Female,38157,Yes,No,Denied
2,Female,74445,Yes,Yes,Denied
1,Female,56598,No,No,Denied
2,Male,50153,Yes,Yes,Denied
2,Male,72967,No,No,Denied
2,Male,103021,Yes,Yes,Approved
1,Female,95427,Yes,No,Approved
3,Female,36231,Yes,No,Denied
0,Male,73219,Yes,No,Denied
3,Male,40254,Yes,Yes,Denied
3,Male,102808,Yes,Yes,Approved
4,Female,79566,Yes,No,Denied
1,Male,111434,No,No,Approved
3,Male,87503,Yes,Yes,Approved
3,Female,57542,Yes,Yes,Denied
1,Female,95072,Yes,Yes,Approved
1,Female,99830,Yes,No,Approved
5,Male,73754,No,Yes,Approved
2,Male,74559,Yes,Yes,Approved
2,Male,103890,Yes,No,Approved
3,Female,54491,No,No,Denied
2,Male,104534,Yes,No,Approved
4,Female,68951,Yes,No,Denied
5,Male,76187,Yes,Yes,Approved
1,Female,31078,Yes,No,Denied
2,Male,44667,Yes,No,Denied
0,Female,57309,Yes,No,Denied
1,Male,105097,Yes,No,Approved
3,Male,61147,Yes,Yes,Denied
3,Male,89781,Yes,Yes,Approved
1,Female,93687,Yes,No,Approved
2,Female,78656,No,Yes,Denied
1,Male,49791,No,Yes,Denied
2,Male,72394,Yes,Yes,Approved
6,Female,45067,Yes,Yes,Denied
3,Female,59844,No,No,Denied
1,Male,73567,Yes,Yes,Approved
1,Male,82215,Yes,No,Approved
2,Male,96747,Yes,No,Approved
1,Female,52606,No,Yes,Denied
1,Female,39593,Yes,No,Denied
4,Female,51950,No,No,Denied
0,Female,96027,Yes,No,Approved
2,Male,117785,No,No,Approved
2,Female,50988,Yes,No,Denied
2,Male,78761,Yes,Yes,Approved
4,Male,40434,Yes,Yes,Denied
2,Male,73124,Yes,No,Denied
6,Female,52842,Yes,No,Denied
0,Female,91725,No,Yes,Approved
3,Female,33629,No,No,Denied
3,Male,103136,Yes,No,Approved
2,Male,112812,No,No,Approved
0,Male,69615,Yes,Yes,Denied
2,Female,81694,Yes,No,Denied
1,Male,48835,Yes,Yes,Denied
3,Female,39912,Yes,No,Denied
6,Male,88893,Yes,No,Approved
1,Female,41532,No,No,Denied
0,Female,34002,Yes,Yes,Denied
3,Male,114469,Yes,No,Approved
1,Female,51409,Yes,No,Denied
0,Male,40183,Yes,Yes,Denied
0,Female,76036,Yes,No,Denied
0,Male,100419,Yes,Yes,Approved
0,Female,61699,No,No,Denied
0,Male,85600,Yes,No,Approved
1,Male,109794,No,No,Approved
8,Male,64893,Yes,No,Denied
0,Male,106853,Yes,No,Approved
1,Female,42211,Yes,Yes,Denied
2,Female,63616,No,No,Denied
2,Female,36232,Yes,No,Denied
1,Male,69070,No,No,Denied
3,Female,37999,No,No,Denied
0,Male,59792,Yes,No,Denied
3,Female,51789,No,No,Denied
0,Female,69389,No,No,Denied
4,Male,115748,Yes,No,Approved
7,Female,71618,Yes,No,Denied
3,Male,71070,Yes,Yes,Denied
0,Male,115395,Yes,No,Approved
1,Male,116201,Yes,Yes,Approved
4,Female,89711,Yes,No,Denied
1,Female,86504,No,No,Denied
2,Male,96703,No,Yes,Approved
3,Female,97360,No,Yes,Approved
2,Male,55439,Yes,No,Denied
3,Male,105951,Yes,Yes,Approved
4,Male,50912,Yes,No,Denied
0,Female,69203,Yes,No,Denied
3,Female,76310,Yes,No,Denied
2,Female,74183,No,No,Denied
1,Female,38929,No,No,Denied
3,Male,75567,Yes,Yes,Approved
0,Female,38813,Yes,No,Denied
2,Male,102845,Yes,No,Approved
3,Male,114549,No,No,Approved
1,Male,92048,No,Yes,Approved
1,Female,86356,No,Yes,Approved
2,Male,114956,Yes,No,Approved
4,Male,118794,Yes,No,Approved
0,Female,88783,No,No,Denied
1,Male,89020,Yes,Yes,Approved
4,Female,88564,Yes,No,Approved
0,Male,53268,Yes,Yes,Denied
3,Female,87075,Yes,No,Approved
0,Male,47602,No,Yes,Denied
3,Female,93195,Yes,No,Approved
2,Male,89054,Yes,Yes,Approved
1,Female,55652,No,No,Denied
4,Male,112104,Yes,Yes,Approved
2,Female,77145,Yes,Yes,Approved
1,Male,115638,Yes,No,Approved
1,Female,83876,No,No,Denied
2,Female,43048,Yes,No,Denied
3,Female,89607,Yes,No,Approved
0,Male,44695,No,No,Denied
2,Female,71764,Yes,No,Denied
2,Male,80957,Yes,Yes,Approved
1,Male,71289,Yes,No,Denied
2,Female,74195,Yes,No,Denied
2,Female,62338,No,Yes,Denied
1,Female,69874,Yes,No,Denied
2,Male,62185,Yes,No,Denied
0,Male,80447,Yes,Yes,Approved
0,Female,91431,Yes,No,Approved
2,Male,62114,Yes,Yes,Denied
2,Female,45149,No,No,Denied
3,Male,82921,Yes,Yes,Approved
1,Female,68483,Yes,No,Denied
2,Male,78585,No,No,Approved
4,Male,74763,No,Yes,Approved
1,Female,99926,Yes,No,Approved
2,Male,92338,Yes,Yes,Approved
2,Female,49010,No,No,Denied
2,Female,63871,Yes,No,Denied
2,Male,94472,Yes,Yes,Approved
0,Male,46817,Yes,Yes,Denied
2,Female,54802,Yes,Yes,Denied
2,Female,39009,Yes,Yes,Denied
2,Female,62666,Yes,No,Denied
2,Female,76685,No,No,Denied
2,Male,89506,Yes,No,Approved
3,Female,61593,Yes,Yes,Denied
1,Female,54160,Yes,No,Denied
1,Male,54712,No,Yes,Denied
3,Male,119761,No,Yes,Approved
2,Male,110935,Yes,No,Approved
0,Male,62099,Yes,Yes,Denied
1,Male,104134,Yes,Yes,Approved
3,Female,99922,Yes,Yes,Approved
2,Male,85701,Yes,Yes,Approved
4,Male,100147,Yes,No,Approved
2,Male,66455,Yes,Yes,Denied
0,Male,59095,Yes,Yes,Denied
3,Female,50858,Yes,No,Denied
1,Male,84182,No,Yes,Approved
0,Female,61037,Yes,Yes,Denied
2,Female,38684,Yes,No,Denied
1,Female,43643,Yes,No,Denied
1,Male,108134,Yes,No,Approved
3,Female,42966,No,Yes,Denied
3,Male,58506,Yes,Yes,Denied
2,Male,104236,Yes,Yes,Approved
3,Female,95203,Yes,No,Approved
0,Female,89893,No,Yes,Approved
2,Female,46995,No,No,Denied
6,Female,71591,Yes,Yes,Denied
2,Male,70854,Yes,No,Denied
4,Female,93293,Yes,No,Approved
5,Female,81765,Yes,No,Denied
1,Female,87417,No,Yes,Approved
0,Male,66557,Yes,Yes,Denied
0,Male,50442,No,No,Denied
2,Male,54269,Yes,Yes,Denied
1,Female,32729,No,No,Denied
1,Male,87314,No,Yes,Approved
2,Female,50973,Yes,No,Denied
0,Male,96273,Yes,Yes,Approved
2,Male,60944,Yes,Yes,Denied
1,Male,80418,Yes,Yes,Approved
2,Male,112483,Yes,Yes,Approved
3,Male,103746,Yes,No,Approved
5,Female,83248,No,No,Denied
2,Female,93136,Yes,No,Approved
3,Female,38226,Yes,No,Denied
0,Male,84698,Yes,Yes,Approved
3,Male,106904,No,No,Approved
1,Male,55097,Yes,No,Denied
3,Male,57411,No,Yes,Denied
1,Male,82901,Yes,No,Approved
2,Female,84970,Yes,No,Denied
0,Female,93959,No,Yes,Approved
2,Female,80489,No,Yes,Denied
4,Male,59597,Yes,No,Denied
2,Male,94813,Yes,No,Approved
0,Male,88800,Yes,Yes,Approved
4,Male,117831,Yes,Yes,Approved
4,Female,70996,Yes,No,Denied
3,Male,117582,Yes,Yes,Approved
0,Male,96087,Yes,No,Approved
3,Female,69587,Yes,No,Denied
2,Male,72894,Yes,No,Denied
5,Male,92004,Yes,No,Approved
3,Male,85474,Yes,No,Approved
3,Female,85120,No,No,Denied
1,Male,53418,No,Yes,Denied
3,Female,87681,Yes,No,Approved
1,Male,45351,Yes,Yes,Denied
3,Female,49528,Yes,Yes,Denied
2,Male,76351,No,No,Denied
2,Male,61823,Yes,No,Denied
2,Female,99765,No,No,Approved
1,Female,61594,Yes,No,Denied
2,Female,94846,Yes,Yes,Approved
3,Male,114674,Yes,Yes,Approved
2,Female,53845,No,No,Denied
0,Female,48486,No,No,Denied
0,Female,31228,No,No,Denied
2,Female,62517,Yes,No,Denied
2,Male,110569,Yes,No,Approved
4,Female,64444,Yes,Yes,Denied
2,Male,81122,Yes,No,Approved
2,Male,47669,Yes,No,Denied
1,Female,77899,No,Yes,Denied
0,Female,38276,Yes,No,Denied
3,Female,43046,Yes,Yes,Denied
1,Male,40603,Yes,No,Denied
3,Male,55780,Yes,Yes,Denied
3,Male,113015,Yes,No,Approved
1,Male,76046,Yes,No,Approved
2,Male,45074,No,No,Denied
1,Female,74257,No,Yes,Denied
1,Male,63327,Yes,No,Denied
1,Male,86069,Yes,No,Approved
0,Male,47058,No,No,Denied
2,Male,61916,Yes,Yes,Denied
2,Male,41370,No,No,Denied
4,Male,97452,Yes,No,Approved
1,Male,112019,Yes,Yes,Approved
2,Female,98180,No,Yes,Approved
2,Male,104792,Yes,No,Approved
4,Female,54807,No,No,Denied
3,Female,65547,No,No,Denied
2,Female,72508,Yes,No,Denied
2,Male,87996,No,No,Approved
1,Male,112771,Yes,No,Approved
0,Female,80439,Yes,No,Denied
2,Female,44591,Yes,Yes,Denied
1,Female,64984,No,No,Denied
3,Female,80531,No,No,Denied
0,Female,75028,No,No,Denied
3,Male,96559,Yes,Yes,Approved
2,Male,46330,Yes,No,Denied
2,Female,54200,Yes,Yes,Denied
1,Female,38243,Yes,No,Denied
2,Female,76878,Yes,No,Denied
2,Male,96643,No,Yes,Approved
2,Male,89963,No,No,Approved
0,Male,115420,Yes,Yes,Approved
2,Male,47969,Yes,Yes,Denied
0,Male,46267,Yes,Yes,Denied
1,Female,50796,No,No,Denied
2,Male,65241,Yes,Yes,Denied
4,Male,40751,Yes,No,Denied
2,Female,42305,Yes,No,Denied
0,Male,106600,Yes,No,Approved
0,Male,74760,Yes,Yes,Approved
3,Female,62404,Yes,No,Denied
3,Male,81179,Yes,Yes,Approved
4,Female,30003,Yes,No,Denied
1,Male,93201,Yes,No,Approved
2,Male,76498,Yes,Yes,Approved
3,Female,41578,Yes,Yes,Denied
5,Female,97528,No,No,Approved
1,Female,47872,Yes,No,Denied
0,Female,44398,No,No,Denied
4,Female,93439,No,Yes,Approved
3,Male,43084,Yes,No,Denied
4,Female,96158,Yes,Yes,Approved
5,Female,39241,Yes,No,Denied
1,Male,114923,Yes,No,Approved
3,Female,35790,Yes,No,Denied
3,Male,58059,No,No,Denied
1,Female,67972,No,No,Denied
2,Male,46641,Yes,No,Denied
3,Female,94325,Yes,No,Approved
4,Female,48255,No,No,Denied
2,Female,55081,No,No,Denied
2,Female,97654,No,Yes,Approved
3,Male,50742,No,No,Denied
0,Male,119300,Yes,No,Approved
1,Male,118609,Yes,Yes,Approved
3,Female,42613,Yes,Yes,Denied
4,Male,98709,Yes,No,Approved
2,Male,98597,Yes,No,Approved
4,Female,84619,Yes,Yes,Approved
1,Female,39320,No,No,Denied
2,Female,84238,No,No,Denied
0,Male,107555,No,No,Approved
4,Female,76375,No,Yes,Denied
1,Male,51184,Yes,No,Denied
1,Male,58115,No,No,Denied
5,Female,44434,No,No,Denied
1,Female,67316,Yes,Yes,Denied
2,Male,88105,No,No,Approved
1,Female,49990,No,Yes,Denied
2,Male,112709,Yes,No,Approved
1,Female,61198,No,Yes,Denied
1,Female,52944,No,No,Denied
5,Female,96693,Yes,No,Approved
4,Male,109039,Yes,No,Approved
3,Female,59607,No,Yes,Denied
3,Male,73030,Yes,No,Denied
2,Male,77118,Yes,No,Denied
3,Female,55692,No,No,Denied
5,Male,61279,Yes,Yes,Denied
1,Male,43751,Yes,Yes,Denied
6,Female,34688,No,Yes,Denied
2,Female,93455,Yes,No,Approved
5,Male,63684,Yes,Yes,Denied
2,Female,70950,Yes,No,Denied
5,Male,102655,Yes,No,Approved
0,Female,54589,No,No,Denied
4,Male,73085,Yes,No,Denied
1,Female,64388,No,No,Denied
1,Female,99281,No,Yes,Approved
0,Female,86895,No,No,Approved
2,Male,74898,Yes,Yes,Approved
2,Female,79241,Yes,Yes,Approved
1,Male,71904,No,Yes,Denied
3,Female,31809,No,No,Denied
1,Female,95251,Yes,No,Approved
1,Male,67709,Yes,Yes,Denied
1,Female,92311,No,No,Approved
0,Female,36305,Yes,Yes,Denied
5,Female,73284,Yes,No,Denied
1,Female,48247,Yes,Yes,Denied
0,Female,34392,No,Yes,Denied
1,Female,68361,Yes,Yes,Denied
2,Female,91617,No,No,Approved
2,Male,53578,Yes,Yes,Denied
4,Female,46081,Yes,Yes,Denied
1,Female,48373,No,No,Denied
3,Female,79516,No,No,Denied
2,Female,95951,No,Yes,Approved
3,Female,34084,No,No,Denied
1,Female,70374,No,Yes,Denied
1,Male,57479,Yes,Yes,Denied
3,Male,69331,Yes,No,Denied
6,Male,90849,Yes,Yes,Approved
3,Female,97406,Yes,No,Approved
3,Male,94148,Yes,No,Approved
1,Female,76217,Yes,No,Denied
2,Male,92823,Yes,Yes,Approved
5,Female,99183,No,Yes,Approved
3,Female,84684,Yes,No,Denied
2,Male,80730,Yes,Yes,Approved
2,Female,80664,Yes,No,Denied
1,Male,40523,Yes,Yes,Denied
5,Female,50824,Yes,No,Denied
5,Female,82089,No,No,Denied
2,Male,112707,Yes,No,Approved
3,Male,115319,Yes,No,Approved
1,Male,97739,Yes,No,Approved
5,Female,30157,Yes,No,Denied
0,Male,45582,Yes,Yes,Denied
1,Female,93056,Yes,No,Approved
3,Male,89662,Yes,No,Approved
3,Female,43077,No,No,Denied
1,Male,82443,Yes,No,Approved
1,Female,70288,No,No,Denied
1,Female,97422,Yes,Yes,Approved
4,Female,37715,Yes,No,Denied
0,Female,48160,Yes,No,Denied
4,Female,63728,No,No,Denied
3,Female,83376,Yes,No,Denied
3,Female,78098,No,Yes,Denied
1,Male,110548,No,No,Approved
1,Female,63687,No,No,Denied
1,Male,110753,Yes,No,Approved
3,Male,74777,No,Yes,Approved
3,Female,35231,Yes,No,Denied
2,Male,83049,Yes,Yes,Approved
2,Female,42057,Yes,No,Denied
2,Female,53770,No,Yes,Denied
1,Male,98114,Yes,Yes,Approved
3,Male,103487,Yes,No,Approved
3,Male,81528,Yes,Yes,Approved
0,Male,46056,Yes,No,Denied
2,Female,49580,No,Yes,Denied
4,Female,56659,Yes,Yes,Denied
1,Male,118723,Yes,Yes,Approved
5,Female,94695,No,No,Approved
2,Female,77334,No,No,Denied
2,Male,101844,Yes,No,Approved
6,Male,68190,Yes,No,Denied
1,Male,58757,Yes,Yes,Denied
1,Female,56629,Yes,No,Denied
0,Female,44333,Yes,Yes,Denied
2,Female,32971,Yes,No,Denied
1,Female,52587,Yes,No,Denied
0,Female,35237,No,Yes,Denied
1,Male,100713,Yes,No,Approved
1,Female,77900,No,No,Denied
1,Female,88737,No,No,Denied
2,Female,42383,Yes,Yes,Denied
2,Male,78826,Yes,No,Denied
5,Male,85647,Yes,Yes,Approved
4,Male,53083,Yes,Yes,Denied
1,Male,77450,Yes,Yes,Approved
0,Male,40931,Yes,No,Denied
1,Male,49983,Yes,Yes,Denied
2,Female,51382,Yes,No,Denied
4,Male,93648,Yes,Yes,Approved
1,Male,78965,Yes,No,Approved
1,Male,64378,Yes,No,Denied
1,Female,33496,No,No,Denied
0,Female,65383,Yes,Yes,Denied
0,Female,53256,No,No,Denied
0,Male,70024,Yes,No,Denied
4,Male,101693,Yes,Yes,Approved
2,Male,58160,Yes,No,Denied
1,Female,36979,Yes,No,Denied
1,Female,89587,Yes,Yes,Approved
1,Female,46038,Yes,No,Denied
1,Male,103438,Yes,Yes,Approved
2,Male,49936,Yes,Yes,Denied
0,Male,92139,Yes,Yes,Approved
2,Male,65512,No,Yes,Denied
2,Female,55587,Yes,No,Denied
1,Female,36955,No,No,Denied
0,Male,53486,Yes,No,Denied
1,Male,118860,Yes,Yes,Approved
0,Male,107944,Yes,Yes,Approved
4,Female,61016,No,No,Denied
2,Male,94440,Yes,Yes,Approved
2,Male,89137,Yes,Yes,Approved
1,Female,48481,Yes,No,Denied
0,Female,38600,Yes,No,Denied
1,Female,68192,Yes,No,Denied
0,Male,66258,Yes,No,Denied
4,Female,81447,Yes,No,Denied
2,Male,78990,No,No,Approved
2,Male,66117,No,Yes,Denied
1,Female,98317,Yes,No,Approved
3,Female,85830,No,Yes,Approved
2,Male,64957,Yes,Yes,Denied
4,Female,65400,Yes,No,Denied
2,Male,66983,Yes,No,Denied
1,Male,70303,Yes,No,Denied
1,Female,77502,No,No,Denied
3,Female,84798,No,No,Denied
2,Female,64102,No,No,Denied
1,Male,71544,Yes,Yes,Approved
3,Male,111312,Yes,No,Approved
1,Female,54940,No,Yes,Denied
4,Male,52501,Yes,No,Denied
1,Female,38195,Yes,No,Denied
0,Male,62095,Yes,Yes,Denied
5,Male,117000,Yes,Yes,Approved
2,Female,45721,Yes,No,Denied
4,Male,107711,Yes,No,Approved
0,Male,63969,Yes,No,Denied
4,Male,78676,Yes,No,Approved
1,Female,48424,Yes,No,Denied
2,Male,95955,Yes,No,Approved
1,Female,41215,Yes,No,Denied
2,Male,82539,Yes,Yes,Approved
1,Male,97496,Yes,Yes,Approved
3,Female,45157,Yes,No,Denied
0,Female,39004,Yes,No,Denied
0,Male,84354,Yes,No,Approved
4,Female,86608,Yes,Yes,Approved
3,Male,65955,Yes,Yes,Denied
3,Female,55076,Yes,Yes,Denied
1,Female,88595,Yes,No,Approved
2,Male,101611,Yes,Yes,Approved
1,Female,48116,No,No,Denied
1,Female,98053,Yes,Yes,Approved
1,Female,78418,No,No,Denied
2,Male,92102,Yes,No,Approved
3,Male,94674,No,No,Approved
2,Female,93832,Yes,Yes,Approved
2,Male,87964,Yes,No,Approved
2,Male,116176,Yes,Yes,Approved
3,Female,93488,Yes,Yes,Approved
2,Male,67810,Yes,Yes,Denied
1,Female,79548,No,No,Denied
2,Male,55934,Yes,Yes,Denied
5,Male,104141,No,No,Approved
1,Female,39585,Yes,No,Denied
2,Male,113673,No,No,Approved
0,Male,97972,Yes,No,Approved
1,Male,51895,Yes,Yes,Denied
3,Male,59084,Yes,No,Denied
3,Female,80141,Yes,No,Denied
3,Male,108728,Yes,No,Approved
1,Female,94500,No,No,Approved
0,Male,86533,Yes,Yes,Approved
5,Male,102984,No,No,Approved
0,Female,48671,No,No,Denied
4,Female,57613,Yes,Yes,Denied
3,Male,102957,No,No,Approved
0,Female,58206,Yes,No,Denied
3,Male,111666,Yes,Yes,Approved
2,Male,79254,Yes,Yes,Approved
0,Female,91591,Yes,No,Approved
3,Male,112044,Yes,Yes,Approved
1,Male,50343,No,No,Denied
3,Female,61028,Yes,Yes,Denied
1,Female,34532,No,No,Denied
3,Female,80716,Yes,No,Denied
1,Female,52293,No,No,Denied
0,Male,63498,Yes,Yes,Denied
2,Female,52067,Yes,No,Denied
2,Male,80587,Yes,No,Approved
4,Male,76511,Yes,No,Denied
2,Male,79437,Yes,No,Approved
1,Female,46816,No,No,Denied
3,Female,38833,No,No,Denied
3,Female,37164,No,No,Denied
0,Male,104094,No,Yes,Approved
2,Male,78979,Yes,Yes,Approved
0,Male,111986,No,Yes,Approved
1,Female,47091,Yes,No,Denied
1,Female,71336,No,No,Denied
5,Male,56629,Yes,No,Denied
4,Male,60299,Yes,No,Denied
5,Female,49267,Yes,Yes,Denied
3,Female,98810,Yes,No,Approved
3,Female,69079,Yes,Yes,Denied
2,Female,37015,Yes,No,Denied
1,Male,76856,No,Yes,Approved
1,Female,72519,No,Yes,Denied
4,Male,83709,Yes,No,Approved
2,Female,93268,Yes,No,Approved
1,Female,46750,No,No,Denied
1,Female,65725,Yes,Yes,Denied
2,Male,51154,Yes,No,Denied
0,Female,51230,No,No,Denied
0,Female,38154,No,No,Denied
2,Female,36202,No,No,Denied
4,Female,55345,Yes,No,Denied
0,Female,70136,No,No,Denied
0,Male,78030,Yes,No,Approved
3,Male,74417,Yes,No,Denied
2,Male,61182,Yes,Yes,Denied
2,Male,46907,Yes,Yes,Denied
2,Female,82636,Yes,Yes,Approved
2,Male,67275,No,No,Denied
2,Male,100264,Yes,No,Approved
1,Female,56678,Yes,Yes,Denied
4,Female,86815,Yes,No,Denied
1,Female,46941,No,No,Denied
4,Male,96496,Yes,Yes,Approved
1,Female,80030,No,No,Denied
3,Male,57505,Yes,No,Denied
5,Female,74782,Yes,No,Denied
5,Female,97051,Yes,No,Approved
4,Male,119542,Yes,Yes,Approved
1,Female,66403,Yes,No,Denied
7,Female,96935,Yes,No,Approved
1,Female,53346,Yes,No,Denied
1,Male,67758,Yes,Yes,Denied
4,Female,96027,No,No,Approved
1,Female,55500,Yes,No,Denied
3,Female,71862,Yes,No,Denied
0,Male,96399,Yes,Yes,Approved
1,Female,78288,Yes,No,Denied
3,Female,73052,Yes,No,Denied
2,Female,68712,No,No,Denied
4,Male,74618,Yes,No,Denied
2,Male,102602,Yes,No,Approved
4,Male,84326,Yes,No,Approved
1,Male,84685,Yes,Yes,Approved
2,Male,55788,No,No,Denied
2,Female,60292,Yes,Yes,Denied
4,Female,39946,Yes,No,Denied
2,Male,77651,Yes,Yes,Approved
7,Female,45066,No,No,Denied
2,Male,88929,Yes,No,Approved
2,Female,96028,No,No,Approved
1,Male,45885,Yes,Yes,Denied
4,Female,41480,No,No,Denied
1,Female,96511,No,No,Approved
0,Female,48541,Yes,No,Denied
2,Male,40267,Yes,No,Denied
2,Male,68077,Yes,Yes,Approved
2,Male,87582,Yes,Yes,Approved
2,Male,105714,Yes,Yes,Approved
4,Male,41637,Yes,Yes,Denied
5,Female,79925,Yes,No,Denied
2,Female,91266,No,No,Approved
1,Female,99685,No,No,Approved
0,Male,54880,Yes,No,Denied
2,Male,73011,Yes,Yes,Approved
2,Female,87233,Yes,No,Denied
2,Male,64861,Yes,Yes,Denied
3,Female,80821,Yes,No,Denied
2,Male,67496,Yes,Yes,Denied
4,Male,103550,Yes,Yes,Approved
1,Female,37342,Yes,Yes,Denied
3,Male,96686,Yes,Yes,Approved
4,Male,84047,Yes,No,Approved
4,Female,99842,Yes,No,Approved
1,Male,59180,Yes,Yes,Denied
4,Female,31606,Yes,No,Denied
2,Male,71799,Yes,No,Denied
0,Female,74984,No,Yes,Denied
3,Male,100607,Yes,No,Approved
2,Female,92199,No,Yes,Approved
0,Female,42506,No,No,Denied
3,Male,56184,Yes,Yes,Denied
2,Female,85572,Yes,Yes,Approved
1,Male,79095,No,Yes,Approved
0,Female,56161,No,No,Denied
1,Female,83261,No,Yes,Denied
2,Male,97458,Yes,No,Approved
3,Female,87279,No,No,Denied
1,Male,84072,No,No,Approved
3,Male,106069,No,No,Approved
2,Male,73814,No,No,Denied
2,Female,77755,Yes,No,Denied
1,Male,73200,No,Yes,Approved
1,Male,118422,Yes,Yes,Approved
2,Male,102602,Yes,No,Approved
2,Female,35476,No,No,Denied
2,Female,52689,Yes,No,Denied
5,Male,117015,Yes,No,Approved
4,Male,40393,Yes,Yes,Denied
1,Female,99037,Yes,No,Approved
2,Male,96872,Yes,Yes,Approved
2,Female,98721,Yes,No,Approved
1,Male,113129,Yes,No,Approved
3,Male,102912,Yes,Yes,Approved
3,Female,39416,No,Yes,Denied
2,Male,59480,Yes,No,Denied
1,Female,34319,Yes,Yes,Denied
2,Male,55637,Yes,No,Denied
0,Female,46970,No,Yes,Denied
2,Male,66138,Yes,Yes,Denied
2,Female,80895,Yes,No,Denied
1,Male,57402,No,No,Denied
1,Male,69406,Yes,Yes,Denied
3,Male,57420,No,No,Denied
3,Female,71442,No,No,Denied
2,Male,91518,Yes,No,Approved
2,Female,51950,Yes,No,Denied
3,Female,54128,Yes,No,Denied
3,Male,90442,No,No,Approved
0,Male,87901,Yes,No,Approved
5,Male,114830,Yes,No,Approved
3,Female,65411,No,No,Denied
1,Female,61529,Yes,No,Denied
0,Male,41223,No,No,Denied
6,Female,84090,Yes,Yes,Approved
3,Female,58089,Yes,Yes,Denied
2,Female,55689,Yes,No,Denied
1,Female,96532,Yes,Yes,Approved
3,Female,76105,No,Yes,Denied
1,Male,117218,Yes,Yes,Approved
1,Female,30349,Yes,Yes,Denied
2,Female,68762,No,Yes,Denied
2,Male,77874,Yes,No,Denied
3,Female,92109,Yes,No,Approved
0,Male,105023,No,Yes,Approved
1,Female,86836,Yes,Yes,Approved
2,Male,117083,Yes,No,Approved
1,Male,78906,Yes,No,Approved
3,Male,62171,No,Yes,Denied
3,Male,93410,Yes,Yes,Approved
0,Male,79153,Yes,No,Approved
1,Male,45019,Yes,No,Denied
3,Male,43865,No,Yes,Denied
0,Female,56135,Yes,No,Denied
2,Male,109135,Yes,No,Approved
4,Female,41825,No,No,Denied
4,Male,53310,No,Yes,Denied
3,Female,39451,Yes,Yes,Denied
3,Male,96615,Yes,No,Approved
3,Female,37518,Yes,No,Denied
3,Female,42687,No,No,Denied
0,Male,59714,No,Yes,Denied
2,Male,117232,Yes,No,Approved
0,Male,78158,Yes,No,Denied
0,Male,107202,Yes,No,Approved
1,Female,50032,Yes,No,Denied
3,Male,93947,No,No,Approved
4,Male,100683,Yes,No,Approved
1,Male,76813,No,Yes,Approved
1,Male,114909,Yes,No,Approved
0,Male,67803,Yes,Yes,Denied
2,Male,105488,Yes,Yes,Approved
2,Female,42959,Yes,Yes,Denied
4,Male,96230,Yes,Yes,Approved
2,Female,91253,No,No,Approved
1,Female,40176,Yes,No,Denied
1,Female,99247,Yes,No,Approved
1,Male,63463,Yes,Yes,Denied
4,Male,73522,Yes,No,Denied
1,Male,81546,Yes,No,Approved
1,Female,40694,Yes,No,Denied
2,Male,52048,Yes,Yes,Denied
3,Female,40333,No,No,Denied
